Performance_ID,Student_ID,Subject_Name,Year,Term,Score,Grade
PERF3260,STD043,Government,SS1,Second Term,53,B2
PERF3261,STD043,Government,SS1,Third Term,80,A1
PERF3262,STD043,Government,SS2,First Term,90,D7
PERF3263,STD043,Government,SS2,Second Term,45,E8
PERF3264,STD043,Government,SS2,Third Term,68,C5
PERF3265,STD043,Government,SS3,First Term,71,F9
PERF3266,STD043,Government,SS3,Second Term,89,A1
PERF3267,STD043,Government,SS3,Third Term,76,C6
PERF3268,STD043,Agricultural Science,SS1,First Term,70,B2
PERF3269,STD043,Agricultural Science,SS1,Second Term,62,B2
PERF3270,STD043,Agricultural Science,SS1,Third Term,49,D7
PERF3271,STD043,Agricultural Science,SS2,First Term,83,A1
PERF3272,STD043,Agricultural Science,SS2,Second Term,47,C5
PERF3273,STD043,Agricultural Science,SS2,Third Term,79,E8
PERF3274,STD043,Agricultural Science,SS3,First Term,98,B3
PERF3275,STD043,Agricultural Science,SS3,Second Term,86,C4
PERF3276,STD043,Agricultural Science,SS3,Third Term,40,C6
PERF3277,STD043,Marketing,SS1,First Term,74,B3
PERF3278,STD043,Marketing,SS1,Second Term,55,B3
PERF3279,STD043,Marketing,SS1,Third Term,52,C5
PERF3280,STD043,Marketing,SS2,First Term,99,D7
PERF3281,STD043,Marketing,SS2,Second Term,89,A1
PERF3282,STD043,Marketing,SS2,Third Term,96,F9
PERF3283,STD043,Marketing,SS3,First Term,97,C6
PERF3284,STD043,Marketing,SS3,Second Term,85,F9
PERF3285,STD043,Marketing,SS3,Third Term,88,C4
PERF3286,STD044,English Studies,SS1,First Term,48,C6
PERF3287,STD044,English Studies,SS1,Second Term,59,D7
PERF3288,STD044,English Studies,SS1,Third Term,91,D7
PERF3289,STD044,English Studies,SS2,First Term,94,C6
PERF3290,STD044,English Studies,SS2,Second Term,46,C5
PERF3291,STD044,English Studies,SS2,Third Term,72,C5
PERF3292,STD044,English Studies,SS3,First Term,63,F9
PERF3293,STD044,English Studies,SS3,Second Term,50,E8
PERF3294,STD044,English Studies,SS3,Third Term,69,C5
PERF3295,STD044,Mathematics,SS1,First Term,85,C6
PERF3296,STD044,Mathematics,SS1,Second Term,73,C5
PERF3297,STD044,Mathematics,SS1,Third Term,53,F9
PERF3298,STD044,Mathematics,SS2,First Term,56,A1
PERF3299,STD044,Mathematics,SS2,Second Term,94,C4
PERF3300,STD044,Mathematics,SS2,Third Term,80,A1
PERF3301,STD044,Mathematics,SS3,First Term,69,C5
PERF3302,STD044,Mathematics,SS3,Second Term,44,F9
PERF3303,STD044,Mathematics,SS3,Third Term,95,C5
PERF3304,STD044,Civic Education,SS1,First Term,41,B2
PERF3305,STD044,Civic Education,SS1,Second Term,63,A1
PERF3306,STD044,Civic Education,SS1,Third Term,58,C6
PERF3307,STD044,Civic Education,SS2,First Term,89,C5
PERF3308,STD044,Civic Education,SS2,Second Term,96,A1
PERF3309,STD044,Civic Education,SS2,Third Term,84,F9
PERF3310,STD044,Civic Education,SS3,First Term,50,E8
PERF3311,STD044,Civic Education,SS3,Second Term,61,A1
PERF3312,STD044,Civic Education,SS3,Third Term,56,B3
PERF3313,STD044,Geography,SS1,First Term,48,B3
PERF3314,STD044,Geography,SS1,Second Term,88,F9
PERF3315,STD044,Geography,SS1,Third Term,92,D7
PERF3316,STD044,Geography,SS2,First Term,75,D7
PERF3317,STD044,Geography,SS2,Second Term,85,C4
PERF3318,STD044,Geography,SS2,Third Term,55,C4
PERF3319,STD044,Geography,SS3,First Term,63,C5
PERF3320,STD044,Geography,SS3,Second Term,55,C6
PERF3321,STD044,Geography,SS3,Third Term,90,C6
PERF3322,STD044,Accounting,SS1,First Term,87,C5
PERF3323,STD044,Accounting,SS1,Second Term,96,C6
PERF3324,STD044,Accounting,SS1,Third Term,53,D7
PERF3325,STD044,Accounting,SS2,First Term,40,A1
PERF3326,STD044,Accounting,SS2,Second Term,58,F9
PERF3327,STD044,Accounting,SS2,Third Term,84,C4
PERF3328,STD044,Accounting,SS3,First Term,76,B2
PERF3329,STD044,Accounting,SS3,Second Term,45,B3
PERF3330,STD044,Accounting,SS3,Third Term,83,C4
PERF3331,STD044,Further Mathematics,SS1,First Term,47,A1
PERF3332,STD044,Further Mathematics,SS1,Second Term,50,B2
PERF3333,STD044,Further Mathematics,SS1,Third Term,99,C6
PERF3334,STD044,Further Mathematics,SS2,First Term,59,A1
PERF3335,STD044,Further Mathematics,SS2,Second Term,49,B3
PERF3336,STD044,Further Mathematics,SS2,Third Term,42,C6
PERF3337,STD044,Further Mathematics,SS3,First Term,61,F9
PERF3338,STD044,Further Mathematics,SS3,Second Term,52,E8
PERF3339,STD044,Further Mathematics,SS3,Third Term,88,F9
PERF3340,STD044,Government,SS1,First Term,86,A1
PERF3341,STD044,Government,SS1,Second Term,61,E8
PERF3342,STD044,Government,SS1,Third Term,45,C5
PERF3343,STD044,Government,SS2,First Term,60,C6
PERF3344,STD044,Government,SS2,Second Term,97,C4
PERF3345,STD044,Government,SS2,Third Term,69,E8
PERF3346,STD044,Government,SS3,First Term,50,C6
PERF3347,STD044,Government,SS3,Second Term,59,C5
PERF3348,STD044,Government,SS3,Third Term,51,C6
PERF3349,STD044,Garment Making,SS1,First Term,84,A1
PERF3350,STD044,Garment Making,SS1,Second Term,47,F9
PERF3351,STD044,Garment Making,SS1,Third Term,74,F9
PERF3352,STD044,Garment Making,SS2,First Term,69,B2
PERF3353,STD044,Garment Making,SS2,Second Term,79,D7
PERF3354,STD044,Garment Making,SS2,Third Term,99,B3
PERF3355,STD044,Garment Making,SS3,First Term,49,D7
PERF3356,STD044,Garment Making,SS3,Second Term,70,B3
PERF3357,STD044,Garment Making,SS3,Third Term,94,B3
PERF3358,STD045,English Studies,SS1,First Term,71,C4
PERF3359,STD045,English Studies,SS1,Second Term,43,D7
PERF3360,STD045,English Studies,SS1,Third Term,79,C6
PERF3361,STD045,English Studies,SS2,First Term,46,C5
PERF3362,STD045,English Studies,SS2,Second Term,48,B2
PERF3363,STD045,English Studies,SS2,Third Term,46,F9
PERF3364,STD045,English Studies,SS3,First Term,98,D7
PERF3365,STD045,English Studies,SS3,Second Term,62,B2
PERF3366,STD045,English Studies,SS3,Third Term,80,C4
PERF3367,STD045,Mathematics,SS1,First Term,97,E8
PERF3368,STD045,Mathematics,SS1,Second Term,93,C4
PERF3369,STD045,Mathematics,SS1,Third Term,84,C6
PERF3370,STD045,Mathematics,SS2,First Term,76,C6
PERF3371,STD045,Mathematics,SS2,Second Term,52,C6
PERF3372,STD045,Mathematics,SS2,Third Term,70,F9
PERF3373,STD045,Mathematics,SS3,First Term,68,C6
PERF3374,STD045,Mathematics,SS3,Second Term,72,A1
PERF3375,STD045,Mathematics,SS3,Third Term,94,A1
PERF3376,STD045,Civic Education,SS1,First Term,43,C5
PERF3377,STD045,Civic Education,SS1,Second Term,88,C4
PERF3378,STD045,Civic Education,SS1,Third Term,44,C4
PERF3379,STD045,Civic Education,SS2,First Term,93,D7
PERF3380,STD045,Civic Education,SS2,Second Term,89,B2
PERF3381,STD045,Civic Education,SS2,Third Term,79,A1
PERF3382,STD045,Civic Education,SS3,First Term,54,F9
PERF3383,STD045,Civic Education,SS3,Second Term,61,C6
PERF3384,STD045,Civic Education,SS3,Third Term,83,B3
PERF3385,STD045,Further Mathematics,SS1,First Term,89,C6
PERF3386,STD045,Further Mathematics,SS1,Second Term,69,F9
PERF3387,STD045,Further Mathematics,SS1,Third Term,66,B2
PERF3388,STD045,Further Mathematics,SS2,First Term,100,C4
PERF3389,STD045,Further Mathematics,SS2,Second Term,94,C6
PERF3390,STD045,Further Mathematics,SS2,Third Term,42,A1
PERF3391,STD045,Further Mathematics,SS3,First Term,61,B2
PERF3392,STD045,Further Mathematics,SS3,Second Term,90,E8
PERF3393,STD045,Further Mathematics,SS3,Third Term,99,C6
PERF3394,STD045,Computer Science,SS1,First Term,80,E8
PERF3395,STD045,Computer Science,SS1,Second Term,73,E8
PERF3396,STD045,Computer Science,SS1,Third Term,59,B3
PERF3397,STD045,Computer Science,SS2,First Term,49,C4
PERF3398,STD045,Computer Science,SS2,Second Term,68,F9
PERF3399,STD045,Computer Science,SS2,Third Term,51,C6
PERF3400,STD045,Computer Science,SS3,First Term,77,C4
PERF3401,STD045,Computer Science,SS3,Second Term,46,C4
PERF3402,STD045,Computer Science,SS3,Third Term,90,C5
PERF3403,STD045,Economics,SS1,First Term,83,C5
PERF3404,STD045,Economics,SS1,Second Term,64,C5
PERF3405,STD045,Economics,SS1,Third Term,52,B3
PERF3406,STD045,Economics,SS2,First Term,65,B3
PERF3407,STD045,Economics,SS2,Second Term,62,A1
PERF3408,STD045,Economics,SS2,Third Term,49,B2
PERF3409,STD045,Economics,SS3,First Term,82,C6
PERF3410,STD045,Economics,SS3,Second Term,92,B2
PERF3411,STD045,Economics,SS3,Third Term,77,E8
PERF3412,STD045,Physics,SS1,First Term,81,A1
PERF3413,STD045,Physics,SS1,Second Term,72,C5
PERF3414,STD045,Physics,SS1,Third Term,53,D7
PERF3415,STD045,Physics,SS2,First Term,93,C6
PERF3416,STD045,Physics,SS2,Second Term,80,C6
PERF3417,STD045,Physics,SS2,Third Term,42,F9
PERF3418,STD045,Physics,SS3,First Term,44,A1
PERF3419,STD045,Physics,SS3,Second Term,89,E8
PERF3420,STD045,Physics,SS3,Third Term,68,C5
PERF3421,STD045,Biology,SS1,First Term,81,C5
PERF3422,STD045,Biology,SS1,Second Term,58,C5
PERF3423,STD045,Biology,SS1,Third Term,82,F9
PERF3424,STD045,Biology,SS2,First Term,82,B3
PERF3425,STD045,Biology,SS2,Second Term,64,B3
PERF3426,STD045,Biology,SS2,Third Term,92,A1
PERF3427,STD045,Biology,SS3,First Term,88,B2
PERF3428,STD045,Biology,SS3,Second Term,65,A1
PERF3429,STD045,Biology,SS3,Third Term,79,C4
PERF3430,STD045,Garment Making,SS1,First Term,95,C5
PERF3431,STD045,Garment Making,SS1,Second Term,42,C6
PERF3432,STD045,Garment Making,SS1,Third Term,78,E8
PERF3433,STD045,Garment Making,SS2,First Term,40,D7
PERF3434,STD045,Garment Making,SS2,Second Term,69,B3
PERF3435,STD045,Garment Making,SS2,Third Term,51,F9
PERF3436,STD045,Garment Making,SS3,First Term,78,C6
PERF3437,STD045,Garment Making,SS3,Second Term,93,B2
PERF3438,STD045,Garment Making,SS3,Third Term,62,D7
PERF3439,STD046,English Studies,SS1,First Term,65,C6
PERF3440,STD046,English Studies,SS1,Second Term,76,D7
PERF3441,STD046,English Studies,SS1,Third Term,98,C5
PERF3442,STD046,English Studies,SS2,First Term,41,F9
PERF3443,STD046,English Studies,SS2,Second Term,85,E8
PERF3444,STD046,English Studies,SS2,Third Term,86,B3
PERF3445,STD046,English Studies,SS3,First Term,77,C6
PERF3446,STD046,English Studies,SS3,Second Term,68,C4
PERF3447,STD046,English Studies,SS3,Third Term,73,F9
PERF3448,STD046,Mathematics,SS1,First Term,66,B3
PERF3449,STD046,Mathematics,SS1,Second Term,69,E8
PERF3450,STD046,Mathematics,SS1,Third Term,93,E8
PERF3451,STD046,Mathematics,SS2,First Term,96,C4
PERF3452,STD046,Mathematics,SS2,Second Term,84,B3
PERF3453,STD046,Mathematics,SS2,Third Term,94,F9
PERF3454,STD046,Mathematics,SS3,First Term,40,F9
PERF3455,STD046,Mathematics,SS3,Second Term,73,C4
PERF3456,STD046,Mathematics,SS3,Third Term,69,A1
PERF3457,STD046,Civic Education,SS1,First Term,45,E8
PERF3458,STD046,Civic Education,SS1,Second Term,85,D7
PERF3459,STD046,Civic Education,SS1,Third Term,81,D7
PERF3460,STD046,Civic Education,SS2,First Term,76,B2
PERF3461,STD046,Civic Education,SS2,Second Term,50,A1
PERF3462,STD046,Civic Education,SS2,Third Term,42,C5
PERF3463,STD046,Civic Education,SS3,First Term,60,D7
PERF3464,STD046,Civic Education,SS3,Second Term,97,C6
PERF3465,STD046,Civic Education,SS3,Third Term,69,C5
PERF3466,STD046,French,SS1,First Term,66,B2
PERF3467,STD046,French,SS1,Second Term,75,A1
PERF3468,STD046,French,SS1,Third Term,88,B3
PERF3469,STD046,French,SS2,First Term,87,F9
PERF3470,STD046,French,SS2,Second Term,64,A1
PERF3471,STD046,French,SS2,Third Term,57,C4
PERF3472,STD046,French,SS3,First Term,84,C5
PERF3473,STD046,French,SS3,Second Term,74,C4
PERF3474,STD046,French,SS3,Third Term,48,F9
PERF3475,STD046,Economics,SS1,First Term,79,D7
PERF3476,STD046,Economics,SS1,Second Term,92,E8
PERF3477,STD046,Economics,SS1,Third Term,81,B3
PERF3478,STD046,Economics,SS2,First Term,63,B2
PERF3479,STD046,Economics,SS2,Second Term,91,C4
PERF3480,STD046,Economics,SS2,Third Term,45,F9
PERF3481,STD046,Economics,SS3,First Term,48,C5
PERF3482,STD046,Economics,SS3,Second Term,62,C6
PERF3483,STD046,Economics,SS3,Third Term,94,B3
PERF3484,STD046,History,SS1,First Term,92,C4
PERF3485,STD046,History,SS1,Second Term,43,D7
PERF3486,STD046,History,SS1,Third Term,82,B3
PERF3487,STD046,History,SS2,First Term,88,B3
PERF3488,STD046,History,SS2,Second Term,77,B3
PERF3489,STD046,History,SS2,Third Term,100,B3
PERF3490,STD046,History,SS3,First Term,48,E8
PERF3491,STD046,History,SS3,Second Term,42,A1
PERF3492,STD046,History,SS3,Third Term,43,F9
PERF3493,STD046,Government,SS1,First Term,59,C6
PERF3494,STD046,Government,SS1,Second Term,40,B2
PERF3495,STD046,Government,SS1,Third Term,80,E8
PERF3496,STD046,Government,SS2,First Term,100,A1
PERF3497,STD046,Government,SS2,Second Term,57,B3
PERF3498,STD046,Government,SS2,Third Term,87,C5
PERF3499,STD046,Government,SS3,First Term,45,B3
PERF3500,STD046,Government,SS3,Second Term,72,C4
PERF3501,STD046,Government,SS3,Third Term,92,B3
PERF3502,STD046,Geography,SS1,First Term,97,F9
PERF3503,STD046,Geography,SS1,Second Term,66,E8
PERF3504,STD046,Geography,SS1,Third Term,69,C6
PERF3505,STD046,Geography,SS2,First Term,79,A1
PERF3506,STD046,Geography,SS2,Second Term,54,F9
PERF3507,STD046,Geography,SS2,Third Term,80,E8
PERF3508,STD046,Geography,SS3,First Term,57,A1
PERF3509,STD046,Geography,SS3,Second Term,55,E8
PERF3510,STD046,Geography,SS3,Third Term,52,C5
PERF3511,STD046,Data Processing,SS1,First Term,100,B2
PERF3512,STD046,Data Processing,SS1,Second Term,53,C6
PERF3513,STD046,Data Processing,SS1,Third Term,64,D7
PERF3514,STD046,Data Processing,SS2,First Term,75,A1
PERF3515,STD046,Data Processing,SS2,Second Term,94,F9
PERF3516,STD046,Data Processing,SS2,Third Term,93,B2
PERF3517,STD046,Data Processing,SS3,First Term,88,B3
PERF3518,STD046,Data Processing,SS3,Second Term,81,D7
PERF3519,STD046,Data Processing,SS3,Third Term,62,C6
PERF3520,STD047,English Studies,SS1,First Term,45,E8
PERF3521,STD047,English Studies,SS1,Second Term,95,A1
PERF3522,STD047,English Studies,SS1,Third Term,63,F9
PERF3523,STD047,English Studies,SS2,First Term,61,B3
PERF3524,STD047,English Studies,SS2,Second Term,99,B2
PERF3525,STD047,English Studies,SS2,Third Term,87,C6
PERF3526,STD047,English Studies,SS3,First Term,91,F9
PERF3527,STD047,English Studies,SS3,Second Term,52,B2
PERF3528,STD047,English Studies,SS3,Third Term,78,E8
PERF3529,STD047,Mathematics,SS1,First Term,59,D7
PERF3530,STD047,Mathematics,SS1,Second Term,86,C6
PERF3531,STD047,Mathematics,SS1,Third Term,40,A1
PERF3532,STD047,Mathematics,SS2,First Term,60,C5
PERF3533,STD047,Mathematics,SS2,Second Term,47,E8
PERF3534,STD047,Mathematics,SS2,Third Term,63,D7
PERF3535,STD047,Mathematics,SS3,First Term,87,B2
PERF3536,STD047,Mathematics,SS3,Second Term,100,D7
PERF3537,STD047,Mathematics,SS3,Third Term,83,B2
PERF3538,STD047,Civic Education,SS1,First Term,80,B3
PERF3539,STD047,Civic Education,SS1,Second Term,71,D7
PERF3540,STD047,Civic Education,SS1,Third Term,67,D7
PERF3541,STD047,Civic Education,SS2,First Term,70,F9
PERF3542,STD047,Civic Education,SS2,Second Term,99,F9
PERF3543,STD047,Civic Education,SS2,Third Term,84,B2
PERF3544,STD047,Civic Education,SS3,First Term,60,C5
PERF3545,STD047,Civic Education,SS3,Second Term,61,B3
PERF3546,STD047,Civic Education,SS3,Third Term,95,A1
PERF3547,STD047,Further Mathematics,SS1,First Term,49,E8
PERF3548,STD047,Further Mathematics,SS1,Second Term,55,D7
PERF3549,STD047,Further Mathematics,SS1,Third Term,60,B2
PERF3550,STD047,Further Mathematics,SS2,First Term,95,E8
PERF3551,STD047,Further Mathematics,SS2,Second Term,50,A1
PERF3552,STD047,Further Mathematics,SS2,Third Term,48,B2
PERF3553,STD047,Further Mathematics,SS3,First Term,84,D7
PERF3554,STD047,Further Mathematics,SS3,Second Term,51,B2
PERF3555,STD047,Further Mathematics,SS3,Third Term,90,E8
PERF3556,STD047,Economics,SS1,First Term,100,F9
PERF3557,STD047,Economics,SS1,Second Term,88,D7
PERF3558,STD047,Economics,SS1,Third Term,84,C6
PERF3559,STD047,Economics,SS2,First Term,57,F9
PERF3560,STD047,Economics,SS2,Second Term,95,F9
PERF3561,STD047,Economics,SS2,Third Term,96,D7
PERF3562,STD047,Economics,SS3,First Term,74,C6
PERF3563,STD047,Economics,SS3,Second Term,47,D7
PERF3564,STD047,Economics,SS3,Third Term,48,C5
PERF3565,STD047,Commerce,SS1,First Term,79,B2
PERF3566,STD047,Commerce,SS1,Second Term,46,C5
PERF3567,STD047,Commerce,SS1,Third Term,97,F9
PERF3568,STD047,Commerce,SS2,First Term,68,D7
PERF3569,STD047,Commerce,SS2,Second Term,77,F9
PERF3570,STD047,Commerce,SS2,Third Term,59,D7
PERF3571,STD047,Commerce,SS3,First Term,97,F9
PERF3572,STD047,Commerce,SS3,Second Term,47,C4
PERF3573,STD047,Commerce,SS3,Third Term,60,B2
PERF3574,STD047,Accounting,SS1,First Term,81,C6
PERF3575,STD047,Accounting,SS1,Second Term,64,C5
PERF3576,STD047,Accounting,SS1,Third Term,53,F9
PERF3577,STD047,Accounting,SS2,First Term,86,D7
PERF3578,STD047,Accounting,SS2,Second Term,57,C5
PERF3579,STD047,Accounting,SS2,Third Term,57,C6
PERF3580,STD047,Accounting,SS3,First Term,88,F9
PERF3581,STD047,Accounting,SS3,Second Term,48,C4
PERF3582,STD047,Accounting,SS3,Third Term,51,F9
PERF3583,STD047,Agricultural Science,SS1,First Term,52,A1
PERF3584,STD047,Agricultural Science,SS1,Second Term,62,E8
PERF3585,STD047,Agricultural Science,SS1,Third Term,100,B3
PERF3586,STD047,Agricultural Science,SS2,First Term,59,C4
PERF3587,STD047,Agricultural Science,SS2,Second Term,41,A1
PERF3588,STD047,Agricultural Science,SS2,Third Term,45,C4
PERF3589,STD047,Agricultural Science,SS3,First Term,89,C5
PERF3590,STD047,Agricultural Science,SS3,Second Term,42,C5
PERF3591,STD047,Agricultural Science,SS3,Third Term,45,E8
PERF3592,STD047,Mechanics,SS1,First Term,53,C6
PERF3593,STD047,Mechanics,SS1,Second Term,47,D7
PERF3594,STD047,Mechanics,SS1,Third Term,42,B2
PERF3595,STD047,Mechanics,SS2,First Term,78,C4
PERF3596,STD047,Mechanics,SS2,Second Term,40,C6
PERF3597,STD047,Mechanics,SS2,Third Term,97,F9
PERF3598,STD047,Mechanics,SS3,First Term,92,B3
PERF3599,STD047,Mechanics,SS3,Second Term,88,B3
PERF3600,STD047,Mechanics,SS3,Third Term,64,B2
PERF3601,STD048,English Studies,SS1,First Term,87,D7
PERF3602,STD048,English Studies,SS1,Second Term,97,A1
PERF3603,STD048,English Studies,SS1,Third Term,80,C6
PERF3604,STD048,English Studies,SS2,First Term,100,C4
PERF3605,STD048,English Studies,SS2,Second Term,45,B2
PERF3606,STD048,English Studies,SS2,Third Term,57,B2
PERF3607,STD048,English Studies,SS3,First Term,95,E8
PERF3608,STD048,English Studies,SS3,Second Term,86,C4
PERF3609,STD048,English Studies,SS3,Third Term,64,F9
PERF3610,STD048,Mathematics,SS1,First Term,48,E8
PERF3611,STD048,Mathematics,SS1,Second Term,61,C5
PERF3612,STD048,Mathematics,SS1,Third Term,65,C6
PERF3613,STD048,Mathematics,SS2,First Term,77,C6
PERF3614,STD048,Mathematics,SS2,Second Term,61,C5
PERF3615,STD048,Mathematics,SS2,Third Term,80,E8
PERF3616,STD048,Mathematics,SS3,First Term,41,C4
PERF3617,STD048,Mathematics,SS3,Second Term,93,E8
PERF3618,STD048,Mathematics,SS3,Third Term,55,D7
PERF3619,STD048,Civic Education,SS1,First Term,65,A1
PERF3620,STD048,Civic Education,SS1,Second Term,60,B3
PERF3621,STD048,Civic Education,SS1,Third Term,72,B2
PERF3622,STD048,Civic Education,SS2,First Term,57,A1
PERF3623,STD048,Civic Education,SS2,Second Term,86,E8
PERF3624,STD048,Civic Education,SS2,Third Term,81,C5
PERF3625,STD048,Civic Education,SS3,First Term,88,D7
PERF3626,STD048,Civic Education,SS3,Second Term,42,F9
PERF3627,STD048,Civic Education,SS3,Third Term,93,B2
PERF3628,STD048,Government,SS1,First Term,45,F9
PERF3629,STD048,Government,SS1,Second Term,96,B3
PERF3630,STD048,Government,SS1,Third Term,54,C6
PERF3631,STD048,Government,SS2,First Term,41,E8
PERF3632,STD048,Government,SS2,Second Term,96,A1
PERF3633,STD048,Government,SS2,Third Term,89,C5
PERF3634,STD048,Government,SS3,First Term,76,B3
PERF3635,STD048,Government,SS3,Second Term,78,E8
PERF3636,STD048,Government,SS3,Third Term,47,C4
PERF3637,STD048,History,SS1,First Term,50,B3
PERF3638,STD048,History,SS1,Second Term,41,C6
PERF3639,STD048,History,SS1,Third Term,78,C4
PERF3640,STD048,History,SS2,First Term,44,C5
PERF3641,STD048,History,SS2,Second Term,86,C6
PERF3642,STD048,History,SS2,Third Term,73,C6
PERF3643,STD048,History,SS3,First Term,93,C5
PERF3644,STD048,History,SS3,Second Term,88,C5
PERF3645,STD048,History,SS3,Third Term,41,E8
PERF3646,STD048,Geography,SS1,First Term,81,B3
PERF3647,STD048,Geography,SS1,Second Term,48,C4
PERF3648,STD048,Geography,SS1,Third Term,49,C5
PERF3649,STD048,Geography,SS2,First Term,93,B2
PERF3650,STD048,Geography,SS2,Second Term,73,C4
PERF3651,STD048,Geography,SS2,Third Term,48,A1
PERF3652,STD048,Geography,SS3,First Term,46,E8
PERF3653,STD048,Geography,SS3,Second Term,71,C4
PERF3654,STD048,Geography,SS3,Third Term,85,C5
PERF3655,STD048,CRS/IRS,SS1,First Term,92,C4
PERF3656,STD048,CRS/IRS,SS1,Second Term,78,F9
PERF3657,STD048,CRS/IRS,SS1,Third Term,54,D7
PERF3658,STD048,CRS/IRS,SS2,First Term,43,B3
PERF3659,STD048,CRS/IRS,SS2,Second Term,44,B3
PERF3660,STD048,CRS/IRS,SS2,Third Term,97,C6
PERF3661,STD048,CRS/IRS,SS3,First Term,60,C6
PERF3662,STD048,CRS/IRS,SS3,Second Term,45,B3
PERF3663,STD048,CRS/IRS,SS3,Third Term,61,D7
PERF3664,STD048,Garment Making,SS1,First Term,92,C6
PERF3665,STD048,Garment Making,SS1,Second Term,77,B3
PERF3666,STD048,Garment Making,SS1,Third Term,63,A1
PERF3667,STD048,Garment Making,SS2,First Term,96,E8
PERF3668,STD048,Garment Making,SS2,Second Term,75,B2
PERF3669,STD048,Garment Making,SS2,Third Term,68,A1
PERF3670,STD048,Garment Making,SS3,First Term,84,C6
PERF3671,STD048,Garment Making,SS3,Second Term,92,B2
PERF3672,STD048,Garment Making,SS3,Third Term,70,D7
PERF3673,STD049,English Studies,SS1,First Term,57,C6
PERF3674,STD049,English Studies,SS1,Second Term,64,C6
PERF3675,STD049,English Studies,SS1,Third Term,93,D7
PERF3676,STD049,English Studies,SS2,First Term,57,F9
PERF3677,STD049,English Studies,SS2,Second Term,46,C6
PERF3678,STD049,English Studies,SS2,Third Term,71,C6
PERF3679,STD049,English Studies,SS3,First Term,57,B2
PERF3680,STD049,English Studies,SS3,Second Term,98,C6
PERF3681,STD049,English Studies,SS3,Third Term,69,A1
PERF3682,STD049,Mathematics,SS1,First Term,82,B2
PERF3683,STD049,Mathematics,SS1,Second Term,72,C5
PERF3684,STD049,Mathematics,SS1,Third Term,90,F9
PERF3685,STD049,Mathematics,SS2,First Term,56,A1
PERF3686,STD049,Mathematics,SS2,Second Term,53,D7
PERF3687,STD049,Mathematics,SS2,Third Term,66,D7
PERF3688,STD049,Mathematics,SS3,First Term,82,C6
PERF3689,STD049,Mathematics,SS3,Second Term,76,C5
PERF3690,STD049,Mathematics,SS3,Third Term,74,C5
PERF3691,STD049,Civic Education,SS1,First Term,67,D7
PERF3692,STD049,Civic Education,SS1,Second Term,42,C4
PERF3693,STD049,Civic Education,SS1,Third Term,70,B2
PERF3694,STD049,Civic Education,SS2,First Term,76,B3
PERF3695,STD049,Civic Education,SS2,Second Term,56,A1
PERF3696,STD049,Civic Education,SS2,Third Term,67,D7
PERF3697,STD049,Civic Education,SS3,First Term,100,F9
PERF3698,STD049,Civic Education,SS3,Second Term,87,C6
PERF3699,STD049,Civic Education,SS3,Third Term,69,C6
PERF3700,STD049,Literature-in-English,SS1,First Term,93,A1
PERF3701,STD049,Literature-in-English,SS1,Second Term,54,A1
PERF3702,STD049,Literature-in-English,SS1,Third Term,68,E8
PERF3703,STD049,Literature-in-English,SS2,First Term,81,C6
PERF3704,STD049,Literature-in-English,SS2,Second Term,50,D7
PERF3705,STD049,Literature-in-English,SS2,Third Term,94,C5
PERF3706,STD049,Literature-in-English,SS3,First Term,40,A1
PERF3707,STD049,Literature-in-English,SS3,Second Term,85,B2
PERF3708,STD049,Literature-in-English,SS3,Third Term,78,C5
PERF3709,STD049,Geography,SS1,First Term,56,B2
PERF3710,STD049,Geography,SS1,Second Term,54,D7
PERF3711,STD049,Geography,SS1,Third Term,49,E8
PERF3712,STD049,Geography,SS2,First Term,88,B2
PERF3713,STD049,Geography,SS2,Second Term,88,E8
PERF3714,STD049,Geography,SS2,Third Term,61,B3
PERF3715,STD049,Geography,SS3,First Term,87,F9
PERF3716,STD049,Geography,SS3,Second Term,64,E8
PERF3717,STD049,Geography,SS3,Third Term,95,A1
PERF3718,STD049,Economics,SS1,First Term,61,C4
PERF3719,STD049,Economics,SS1,Second Term,56,C4
PERF3720,STD049,Economics,SS1,Third Term,40,E8
PERF3721,STD049,Economics,SS2,First Term,91,F9
PERF3722,STD049,Economics,SS2,Second Term,63,C5
PERF3723,STD049,Economics,SS2,Third Term,98,F9
PERF3724,STD049,Economics,SS3,First Term,80,B3
PERF3725,STD049,Economics,SS3,Second Term,47,C6
PERF3726,STD049,Economics,SS3,Third Term,49,D7
PERF3727,STD049,French,SS1,First Term,69,B3
PERF3728,STD049,French,SS1,Second Term,47,C4
PERF3729,STD049,French,SS1,Third Term,67,C4
PERF3730,STD049,French,SS2,First Term,83,A1
PERF3731,STD049,French,SS2,Second Term,87,C6
PERF3732,STD049,French,SS2,Third Term,50,B3
PERF3733,STD049,French,SS3,First Term,63,C4
PERF3734,STD049,French,SS3,Second Term,71,C5
PERF3735,STD049,French,SS3,Third Term,98,A1
PERF3736,STD049,Bookkeeping,SS1,First Term,61,D7
PERF3737,STD049,Bookkeeping,SS1,Second Term,52,E8
PERF3738,STD049,Bookkeeping,SS1,Third Term,57,A1
PERF3739,STD049,Bookkeeping,SS2,First Term,86,F9
PERF3740,STD049,Bookkeeping,SS2,Second Term,64,C4
PERF3741,STD049,Bookkeeping,SS2,Third Term,42,C6
PERF3742,STD049,Bookkeeping,SS3,First Term,94,E8
